2000	-0.268657
4000	-0.442786
6000	-0.487562
8000	-0.517413
10000	-0.532338
12000	-0.537313
14000	-0.497512
16000	-0.537313
18000	-0.597015
20000	-0.547264
22000	-0.582090
24000	-0.621891
26000	-0.592040
28000	-0.606965
30000	-0.641791
32000	-0.567164
34000	-0.547264
36000	-0.527363
38000	-0.507463
40000	-0.532338
42000	-0.532338
44000	-0.606965
46000	-0.666667
48000	-0.582090
50000	-0.572139
52000	-0.616915
54000	-0.582090
56000	-0.606965
58000	-0.601990
60000	-0.676617
62000	-0.592040
64000	-0.626866
66000	-0.592040
68000	-0.666667
70000	-0.592040
72000	-0.582090
74000	-0.577114
76000	-0.621891
78000	-0.621891
80000	-0.587065
82000	-0.577114
84000	-0.567164
86000	-0.577114
88000	-0.552239
90000	-0.577114
92000	-0.636816
94000	-0.567164
96000	-0.582090
98000	-0.611940
100000	-0.552239
102000	-0.547264
104000	-0.661692
106000	-0.681592
108000	-0.656716
110000	-0.681592
112000	-0.646766
114000	-0.636816
116000	-0.611940
118000	-0.577114
120000	-0.631841
122000	-0.636816
124000	-0.582090
126000	-0.532338
128000	-0.577114
130000	-0.711443
132000	-0.641791
134000	-0.527363
136000	-0.562189
138000	-0.592040
140000	-0.661692
142000	-0.592040
144000	-0.577114
146000	-0.631841
148000	-0.636816
150000	-0.661692
152000	-0.572139
154000	-0.552239
156000	-0.567164
158000	-0.597015
160000	-0.626866
162000	-0.592040
164000	-0.567164
166000	-0.567164
168000	-0.567164
170000	-0.577114
172000	-0.626866
174000	-0.601990
176000	-0.651741
178000	-0.636816
180000	-0.567164
182000	-0.577114
184000	-0.606965
186000	-0.601990
188000	-0.606965
190000	-0.611940
192000	-0.681592
194000	-0.651741
196000	-0.542289
198000	-0.582090
200000	-0.577114
202000	-0.582090
204000	-0.532338
206000	-0.611940
208000	-0.517413
210000	-0.522388
212000	-0.646766
214000	-0.557214
216000	-0.592040
218000	-0.547264
220000	-0.611940
222000	-0.611940
224000	-0.592040
