0.000030 0.000047 0.000035 -0.000011 -0.000063 -0.000075 -0.000028 0.000042 0.000076 0.000046 -0.000023 -0.000080 -0.000085 -0.000036 0.000035 0.000081 0.000070 0.000015 -0.000037 -0.000048 -0.000022 0.000008 0.000018 0.000010 0.000000 -0.000003 -0.000002 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 
0.000047 0.000062 0.000026 -0.000047 -0.000102 -0.000088 -0.000008 0.000077 0.000092 0.000020 -0.000084 -0.000137 -0.000093 0.000031 0.000157 0.000190 0.000099 -0.000047 -0.000134 -0.000107 -0.000018 0.000045 0.000046 0.000016 -0.000007 -0.000010 -0.000004 0.000001 0.000001 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 
0.000035 0.000026 -0.000029 -0.000087 -0.000091 -0.000029 0.000056 0.000095 0.000045 -0.000070 -0.000173 -0.000180 -0.000045 0.000192 0.000394 0.000391 0.000139 -0.000188 -0.000341 -0.000234 -0.000013 0.000120 0.000107 0.000029 -0.000021 -0.000023 -0.000008 0.000002 0.000003 0.000001 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 
-0.000011 -0.000047 -0.000087 -0.000087 -0.000025 0.000070 0.000121 0.000074 -0.000066 -0.000227 -0.000302 -0.000177 0.000195 0.000684 0.000943 0.000650 -0.000110 -0.000789 -0.000864 -0.000367 0.000192 0.000383 0.000225 0.000004 -0.000084 -0.000056 -0.000008 0.000011 0.000007 0.000001 -0.000001 -0.000001 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 
-0.000063 -0.000102 -0.000091 -0.000025 0.000070 0.000144 0.000128 -0.000009 -0.000229 -0.000423 -0.000421 -0.000032 0.000770 0.001595 0.001702 0.000650 -0.001014 -0.002018 -0.001584 -0.000242 0.000787 0.000859 0.000327 -0.000125 -0.000214 -0.000096 0.000007 0.000030 0.000013 -0.000000 -0.000003 -0.000001 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 
-0.000075 -0.000088 -0.000029 0.000070 0.000144 0.000149 0.000037 -0.000216 -0.000546 -0.000766 -0.000532 0.000511 0.002220 0.003508 0.002852 -0.000098 -0.003483 -0.004580 -0.002554 0.000618 0.002289 0.001748 0.000325 -0.000516 -0.000489 -0.000141 0.000064 0.000073 0.000022 -0.000005 -0.000006 -0.000002 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 
-0.000028 -0.000008 0.000056 0.000121 0.000128 0.000037 -0.000210 -0.000630 -0.001073 -0.001097 0.000009 0.002646 0.005795 0.006713 0.002970 -0.004260 -0.009757 -0.008779 -0.002196 0.004176 0.005636 0.002792 -0.000470 -0.001585 -0.000936 -0.000067 0.000243 0.000152 0.000019 -0.000024 -0.000014 -0.000002 0.000002 0.000001 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 
0.000042 0.000077 0.000095 0.000074 -0.000009 -0.000216 -0.000630 -0.001190 -0.001462 -0.000491 0.002764 0.007919 0.011585 0.008588 -0.002765 -0.016113 -0.020528 -0.011263 0.004136 0.013030 0.010396 0.002108 -0.003422 -0.003555 -0.001186 0.000443 0.000623 0.000224 -0.000035 -0.000064 -0.000021 0.000002 0.000004 0.000001 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 
0.000076 0.000092 0.000045 -0.000066 -0.000229 -0.000546 -0.001073 -0.001462 -0.000703 0.002717 0.009349 0.016129 0.015684 0.001729 -0.021534 -0.037362 -0.030001 -0.002619 0.022816 0.027129 0.012350 -0.004144 -0.009645 -0.005598 -0.000224 0.001764 0.001121 0.000143 -0.000195 -0.000122 -0.000016 0.000015 0.000008 0.000001 -0.000001 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 
0.000046 0.000020 -0.000070 -0.000227 -0.000423 -0.000766 -0.001097 -0.000491 0.002717 0.009843 0.018873 0.021749 0.007750 -0.024386 -0.056067 -0.058303 -0.020758 0.030665 0.055135 0.037751 0.001895 -0.019798 -0.017559 -0.004817 0.003383 0.003837 0.001269 -0.000332 -0.000472 -0.000151 0.000025 0.000036 0.000010 -0.000002 -0.000002 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 -0.000000 -0.000000 
